ID,SUPPLIER_BUSINESS_ID,CUSTOMER_BUSINESS_ID,SKU_ID,QUANTITY,ORIGIN_SITE_ID,DESTINATION_SITE_ID,OPERATION_ID,ORDER_DATE,SHIP_DATE,EXPECTED_DELIVERY_DATE,ACTUAL_DELIVERY_DATE,STATUS,DELAY_DAYS,SHIP_MONTH,SHIP_QUARTER,FISCAL_QUARTER,FISCAL_YEAR,IS_LATE
TSHP03478,B022,B031,SKU004,261,S022,S031,OP039,2023-07-16,2023-07-17,2023-07-19,2023-07-18,DELIVERED,0,7,3,Q3-2023,2023,0
TSHP00378,B026,B028,SKU004,220,S026,S028,OP024,2022-08-23,2022-08-25,2022-08-27,2022-08-26,DELIVERED,0,8,3,Q3-2022,2022,0
TSHP02995,B006,B009,SKU005,85,S006,S009,OP029,2023-09-22,2023-09-23,2023-09-25,2023-09-24,DELIVERED,0,9,3,Q3-2023,2023,0
TSHP01710,B006,B008,SKU005,258,S006,S008,OP028,2022-09-16,2022-09-19,2022-09-20,2022-09-20,DELIVERED,0,9,3,Q3-2022,2022,0
TSHP07304,B005,B025,SKU004,81,S005,S025,OP071,2024-02-17,2024-02-20,2024-03-01,2024-02-29,DELIVERED,0,2,1,Q1-2024,2024,0
TSHP01994,B026,B029,SKU005,116,S026,S029,OP025,2022-07-11,2022-07-14,2022-07-17,2022-07-16,DELIVERED,0,7,3,Q3-2022,2022,0
TSHP03786,B024,B007,SKU004,229,S024,S007,OP072,2023-02-16,2023-02-18,2023-03-02,2023-03-02,DELIVERED,0,2,1,Q1-2023,2023,0
TSHP06499,B007,B010,SKU004,110,S007,S010,OP034,2024-05-10,2024-05-13,2024-05-15,2024-05-14,DELIVERED,0,5,2,Q2-2024,2024,0
TSHP02773,B022,B012,SKU009,103,S022,S012,OP075,2023-11-30,2023-12-03,2023-12-12,2023-12-18,DELAYED,6,12,4,Q4-2023,2023,1
TSHP05841,B015,B012,SKU006,71,S015,S012,OP002,2024-11-07,2024-11-09,2024-11-12,2024-11-11,DELIVERED,0,11,4,Q4-2024,2024,0
TSHP06337,B007,B010,SKU005,196,S007,S010,OP034,2024-09-22,2024-09-24,2024-09-26,2024-10-01,DELAYED,5,9,3,Q3-2024,2024,1
TSHP06171,B006,B009,SKU004,293,S006,S009,OP029,2024-08-04,2024-08-06,2024-08-08,2024-08-08,DELIVERED,0,8,3,Q3-2024,2024,0
TSHP00868,B021,B030,SKU005,151,S021,S030,OP036,2022-04-18,2022-04-21,2022-04-23,2022-04-22,DELIVERED,0,4,2,Q2-2022,2022,0
TSHP03180,B006,B011,SKU005,177,S006,S011,OP031,2023-12-14,2023-12-15,2023-12-18,2023-12-28,DELAYED,10,12,4,Q4-2023,2023,1
TSHP02704,B022,B012,SKU009,160,S022,S012,OP075,2023-08-24,2023-08-26,2023-09-04,2023-09-04,DELIVERED,0,8,3,Q3-2023,2023,0
TSHP07408,B006,B008,SKU004,195,S006,S008,OP028,2024-01-27,2024-01-28,2024-01-29,2024-01-29,DELIVERED,0,1,1,Q1-2024,2024,0
TSHP03948,B020,B024,SKU001,105,S020,S024,OP015,2023-11-15,2023-11-16,2023-11-18,2023-11-17,DELIVERED,0,11,4,Q4-2023,2023,0
TSHP06260,B027,B028,SKU005,151,S027,S028,OP026,2024-03-31,2024-04-02,2024-04-04,2024-04-03,DELIVERED,0,4,2,Q1-2024,2024,0
TSHP03634,B013,B004,SKU002,92,S013,S004,OP013,2023-07-31,2023-08-01,2023-08-04,2023-08-04,DELIVERED,0,8,3,Q3-2023,2023,0
TSHP04919,B017,B014,SKU008,254,S017,S014,OP006,2023-02-01,2023-02-03,2023-02-07,2023-02-07,DELIVERED,0,2,1,Q1-2023,2023,0
TSHP01611,B023,B030,SKU005,193,S023,S030,OP040,2022-08-09,2022-08-10,2022-08-13,2022-08-12,DELIVERED,0,8,3,Q3-2022,2022,0
TSHP03100,B004,B026,SKU004,214,S004,S026,OP017,2023-06-09,2023-06-11,2023-06-13,2023-06-13,DELIVERED,0,6,2,Q2-2023,2023,0
TSHP05519,B027,B029,SKU004,131,S027,S029,OP027,2024-12-13,2024-12-15,2024-12-16,2024-12-18,DELAYED,2,12,4,Q4-2024,2024,1
TSHP03503,B006,B009,SKU004,253,S006,S009,OP029,2023-08-18,2023-08-20,2023-08-22,2023-08-22,DELIVERED,0,8,3,Q3-2023,2023,0
TSHP05324,B006,B009,SKU005,190,S006,S009,OP029,2024-10-19,2024-10-21,2024-10-23,2024-10-23,DELIVERED,0,10,4,Q4-2024,2024,0
TSHP02582,B021,B031,SKU005,280,S021,S031,OP037,2023-09-03,2023-09-06,2023-09-09,2023-09-09,DELIVERED,0,9,3,Q3-2023,2023,0
TSHP00185,B005,B006,SKU004,64,S005,S006,OP019,2022-05-06,2022-05-07,2022-05-09,2022-05-13,DELAYED,4,5,2,Q2-2022,2022,1
TSHP05719,B023,B030,SKU005,120,S023,S030,OP040,2024-09-08,2024-09-09,2024-09-12,2024-09-12,DELIVERED,0,9,3,Q3-2024,2024,0
TSHP02741,B015,B012,SKU006,64,S015,S012,OP002,2023-08-23,2023-08-24,2023-08-27,2023-08-26,DELIVERED,0,8,3,Q3-2023,2023,0
TSHP06016,B017,B003,SKU008,101,S017,S003,OP005,2024-10-05,2024-10-07,2024-10-08,2024-10-08,DELIVERED,0,10,4,Q4-2024,2024,0
TSHP00912,B007,B010,SKU004,143,S007,S010,OP034,2022-05-02,2022-05-05,2022-05-07,2022-05-06,DELIVERED,0,5,2,Q2-2022,2022,0
TSHP03983,B026,B028,SKU004,144,S026,S028,OP024,2023-10-17,2023-10-18,2023-10-20,2023-10-19,DELIVERED,0,10,4,Q4-2023,2023,0
TSHP01203,B027,B028,SKU005,233,S027,S028,OP026,2022-04-24,2022-04-26,2022-04-28,2022-04-27,DELIVERED,0,4,2,Q2-2022,2022,0
TSHP06125,B027,B028,SKU005,137,S027,S028,OP026,2024-08-24,2024-08-26,2024-08-28,2024-09-04,DELAYED,7,8,3,Q3-2024,2024,1
TSHP04616,B006,B008,SKU004,151,S006,S008,OP028,2023-08-26,2023-08-27,2023-08-28,2023-09-07,DELAYED,10,8,3,Q3-2023,2023,1
TSHP03946,B005,B006,SKU004,183,S005,S006,OP019,2023-05-20,2023-05-23,2023-05-25,2023-06-03,DELAYED,9,5,2,Q2-2023,2023,1
TSHP03396,B020,B024,SKU001,286,S020,S024,OP015,2023-03-06,2023-03-09,2023-03-11,2023-03-11,DELIVERED,0,3,1,Q1-2023,2023,0
TSHP07491,B023,B030,SKU005,134,S023,S030,OP040,2024-03-14,2024-03-17,2024-03-20,2024-03-20,DELIVERED,0,3,1,Q1-2024,2024,0
TSHP05237,B024,B022,SKU004,203,S024,S022,OP022,2024-03-22,2024-03-25,2024-03-27,2024-03-27,DELIVERED,0,3,1,Q1-2024,2024,0
TSHP05515,B006,B009,SKU005,157,S006,S009,OP029,2024-02-14,2024-02-15,2024-02-17,2024-02-26,DELAYED,9,2,1,Q1-2024,2024,1
TSHP07042,B004,B026,SKU004,257,S004,S026,OP017,2024-02-16,2024-02-18,2024-02-20,2024-02-20,DELIVERED,0,2,1,Q1-2024,2024,0
TSHP02713,B007,B008,SKU004,213,S007,S008,OP032,2023-03-03,2023-03-04,2023-03-08,2023-03-07,DELIVERED,0,3,1,Q1-2023,2023,0
TSHP00444,B019,B020,SKU007,114,S019,S020,OP008,2022-12-09,2022-12-10,2022-12-11,2022-12-10,DELIVERED,0,12,4,Q4-2022,2022,0
TSHP05050,B007,B009,SKU005,98,S007,S009,OP033,2024-07-05,2024-07-08,2024-07-11,2024-07-20,DELAYED,9,7,3,Q3-2024,2024,1
TSHP04641,B020,B024,SKU001,279,S020,S024,OP015,2023-12-07,2023-12-08,2023-12-10,2023-12-17,DELAYED,7,12,4,Q4-2023,2023,1
TSHP05300,B026,B028,SKU005,95,S026,S028,OP024,2024-05-24,2024-05-27,2024-05-29,2024-05-28,DELIVERED,0,5,2,Q2-2024,2024,0
TSHP04537,B007,B010,SKU005,103,S007,S010,OP034,2023-01-29,2023-02-01,2023-02-03,2023-02-10,DELAYED,7,2,1,Q1-2023,2023,1
TSHP03561,B021,B031,SKU004,168,S021,S031,OP037,2023-05-09,2023-05-10,2023-05-13,2023-05-12,DELIVERED,0,5,2,Q2-2023,2023,0
TSHP01465,B025,B023,SKU004,67,S025,S023,OP023,2022-07-10,2022-07-12,2022-07-15,2022-07-23,DELAYED,8,7,3,Q3-2022,2022,1
TSHP01135,B006,B009,SKU004,283,S006,S009,OP029,2022-12-08,2022-12-09,2022-12-11,2022-12-11,DELIVERED,0,12,4,Q4-2022,2022,0
TSHP04201,B001,B004,SKU001,50,S001,S004,OP009,2023-07-27,2023-07-30,2023-08-02,2023-08-12,DELAYED,10,7,3,Q3-2023,2023,1
TSHP06601,B004,B020,SKU001,285,S004,S020,OP073,2024-06-16,2024-06-19,2024-06-27,2024-07-05,DELAYED,8,6,2,Q2-2024,2024,1
TSHP02960,B002,B004,SKU002,205,S002,S004,OP010,2023-02-01,2023-02-02,2023-02-04,2023-02-10,DELAYED,6,2,1,Q1-2023,2023,1
TSHP07264,B007,B010,SKU004,94,S007,S010,OP034,2024-01-05,2024-01-08,2024-01-10,2024-01-09,DELIVERED,0,1,1,Q1-2024,2024,0
TSHP02783,B016,B013,SKU007,230,S016,S013,OP004,2023-08-10,2023-08-13,2023-08-15,2023-08-17,DELAYED,2,8,3,Q3-2023,2023,1
TSHP06750,B024,B007,SKU004,268,S024,S007,OP072,2024-07-28,2024-07-29,2024-08-10,2024-08-14,DELAYED,4,7,3,Q3-2024,2024,1
TSHP03936,B015,B001,SKU006,86,S015,S001,OP001,2023-05-10,2023-05-11,2023-05-13,2023-05-12,DELIVERED,0,5,2,Q2-2023,2023,0
TSHP00450,B026,B028,SKU005,246,S026,S028,OP024,2022-01-06,2022-01-07,2022-01-09,2022-01-08,DELIVERED,0,1,1,Q1-2022,2022,0
TSHP00030,B025,B023,SKU004,171,S025,S023,OP023,2022-01-19,2022-01-21,2022-01-24,2022-01-23,DELIVERED,0,1,1,Q1-2022,2022,0
TSHP02600,B016,B002,SKU007,283,S016,S002,OP003,2023-12-04,2023-12-05,2023-12-06,2023-12-06,DELIVERED,0,12,4,Q4-2023,2023,0
TSHP02505,B026,B028,SKU004,227,S026,S028,OP024,2023-12-06,2023-12-08,2023-12-10,2023-12-09,DELIVERED,0,12,4,Q4-2023,2023,0
TSHP06135,B021,B030,SKU004,127,S021,S030,OP036,2024-10-02,2024-10-04,2024-10-06,2024-10-05,DELIVERED,0,10,4,Q4-2024,2024,0
TSHP06989,B015,B012,SKU006,198,S015,S012,OP002,2024-10-30,2024-11-01,2024-11-04,2024-11-04,DELIVERED,0,11,4,Q4-2024,2024,0
TSHP03714,B022,B031,SKU005,53,S022,S031,OP039,2023-02-22,2023-02-25,2023-02-27,2023-03-05,DELAYED,6,2,1,Q1-2023,2023,1
TSHP02646,B022,B031,SKU004,81,S022,S031,OP039,2023-07-12,2023-07-15,2023-07-17,2023-07-16,DELIVERED,0,7,3,Q3-2023,2023,0
TSHP07284,B007,B008,SKU005,154,S007,S008,OP032,2024-09-11,2024-09-13,2024-09-17,2024-09-17,DELIVERED,0,9,3,Q3-2024,2024,0
TSHP06938,B017,B003,SKU008,260,S017,S003,OP005,2024-03-30,2024-04-01,2024-04-02,2024-04-09,DELAYED,7,4,2,Q1-2024,2024,1
TSHP01083,B004,B027,SKU004,72,S004,S027,OP018,2022-01-29,2022-01-30,2022-02-02,2022-02-01,DELIVERED,0,1,1,Q1-2022,2022,0
TSHP01793,B004,B020,SKU001,57,S004,S020,OP073,2022-03-06,2022-03-08,2022-03-16,2022-03-19,DELAYED,3,3,1,Q1-2022,2022,1
TSHP04696,B003,B006,SKU003,55,S003,S006,OP074,2023-07-07,2023-07-09,2023-07-15,2023-07-24,DELAYED,9,7,3,Q3-2023,2023,1
TSHP05658,B021,B031,SKU005,97,S021,S031,OP037,2024-05-14,2024-05-15,2024-05-18,2024-05-18,DELIVERED,0,5,2,Q2-2024,2024,0
TSHP07274,B004,B027,SKU004,182,S004,S027,OP018,2024-03-04,2024-03-07,2024-03-10,2024-03-10,DELIVERED,0,3,1,Q1-2024,2024,0
TSHP03294,B023,B030,SKU005,237,S023,S030,OP040,2023-09-11,2023-09-14,2023-09-17,2023-09-17,DELIVERED,0,9,3,Q3-2023,2023,0
TSHP02277,B015,B012,SKU006,92,S015,S012,OP002,2022-11-29,2022-12-01,2022-12-04,2022-12-03,DELIVERED,0,12,4,Q4-2022,2022,0
TSHP05965,B023,B031,SKU004,130,S023,S031,OP041,2024-11-18,2024-11-19,2024-11-22,2024-11-21,DELIVERED,0,11,4,Q4-2024,2024,0
TSHP05428,B025,B023,SKU004,291,S025,S023,OP023,2024-08-12,2024-08-13,2024-08-16,2024-08-16,DELIVERED,0,8,3,Q3-2024,2024,0
TSHP02340,B022,B031,SKU004,185,S022,S031,OP039,2022-12-14,2022-12-17,2022-12-19,2022-12-22,DELAYED,3,12,4,Q4-2022,2022,1
TSHP03114,B007,B011,SKU004,246,S007,S011,OP035,2023-11-17,2023-11-18,2023-11-19,2023-11-19,DELIVERED,0,11,4,Q4-2023,2023,0
TSHP04935,B006,B008,SKU004,290,S006,S008,OP028,2023-03-24,2023-03-27,2023-03-28,2023-03-27,DELIVERED,0,3,1,Q1-2023,2023,0
TSHP02666,B004,B027,SKU004,235,S004,S027,OP018,2023-07-05,2023-07-07,2023-07-10,2023-07-11,DELAYED,1,7,3,Q3-2023,2023,1
TSHP00576,B005,B006,SKU004,137,S005,S006,OP019,2022-11-30,2022-12-03,2022-12-05,2022-12-04,DELIVERED,0,12,4,Q4-2022,2022,0
TSHP06061,B026,B029,SKU005,140,S026,S029,OP025,2024-10-09,2024-10-11,2024-10-14,2024-10-13,DELIVERED,0,10,4,Q4-2024,2024,0
TSHP06118,B006,B008,SKU005,149,S006,S008,OP028,2024-08-26,2024-08-27,2024-08-28,2024-09-03,DELAYED,6,8,3,Q3-2024,2024,1
TSHP05400,B006,B010,SKU004,117,S006,S010,OP030,2024-07-31,2024-08-03,2024-08-05,2024-08-05,DELIVERED,0,8,3,Q3-2024,2024,0
TSHP05730,B027,B028,SKU005,89,S027,S028,OP026,2024-05-28,2024-05-30,2024-06-01,2024-06-05,DELAYED,4,5,2,Q2-2024,2024,1
TSHP00932,B024,B021,SKU004,251,S024,S021,OP021,2022-03-08,2022-03-09,2022-03-11,2022-03-12,DELAYED,1,3,1,Q1-2022,2022,1
TSHP06760,B022,B012,SKU009,101,S022,S012,OP075,2024-02-25,2024-02-27,2024-03-07,2024-03-15,DELAYED,8,2,1,Q1-2024,2024,1
TSHP05606,B026,B029,SKU004,79,S026,S029,OP025,2024-10-06,2024-10-08,2024-10-11,2024-10-11,DELIVERED,0,10,4,Q4-2024,2024,0
TSHP06619,B006,B009,SKU005,86,S006,S009,OP029,2024-09-07,2024-09-08,2024-09-10,2024-09-13,DELAYED,3,9,3,Q3-2024,2024,1
TSHP00101,B006,B008,SKU005,179,S006,S008,OP028,2022-12-17,2022-12-19,2022-12-20,2022-12-21,DELAYED,1,12,4,Q4-2022,2022,1
TSHP04271,B026,B028,SKU005,253,S026,S028,OP024,2023-06-10,2023-06-13,2023-06-15,2023-06-14,DELIVERED,0,6,2,Q2-2023,2023,0
TSHP00161,B005,B007,SKU004,253,S005,S007,OP020,2022-05-30,2022-06-02,2022-06-05,2022-06-04,DELIVERED,0,6,2,Q2-2022,2022,0
TSHP05299,B006,B009,SKU005,285,S006,S009,OP029,2024-08-13,2024-08-15,2024-08-17,2024-08-17,DELIVERED,0,8,3,Q3-2024,2024,0
TSHP02573,B023,B030,SKU005,232,S023,S030,OP040,2023-12-16,2023-12-17,2023-12-20,2023-12-19,DELIVERED,0,12,4,Q4-2023,2023,0
TSHP02149,B026,B028,SKU005,266,S026,S028,OP024,2022-03-09,2022-03-10,2022-03-12,2022-03-11,DELIVERED,0,3,1,Q1-2022,2022,0
TSHP02335,B020,B024,SKU001,254,S020,S024,OP015,2022-09-13,2022-09-15,2022-09-17,2022-09-17,DELIVERED,0,9,3,Q3-2022,2022,0
TSHP04145,B026,B028,SKU004,187,S026,S028,OP024,2023-12-02,2023-12-05,2023-12-07,2023-12-07,DELIVERED,0,12,4,Q4-2023,2023,0
TSHP04920,B014,B004,SKU003,225,S014,S004,OP014,2023-01-10,2023-01-13,2023-01-18,2023-01-20,DELAYED,2,1,1,Q1-2023,2023,1
TSHP04505,B023,B031,SKU004,295,S023,S031,OP041,2023-07-18,2023-07-20,2023-07-23,2023-07-23,DELIVERED,0,7,3,Q3-2023,2023,0
TSHP02510,B004,B006,SKU004,279,S004,S006,OP070,2023-07-09,2023-07-10,2023-07-17,2023-07-17,DELIVERED,0,7,3,Q3-2023,2023,0
TSHP02729,B005,B025,SKU004,139,S005,S025,OP071,2023-04-12,2023-04-13,2023-04-23,2023-04-23,DELIVERED,0,4,2,Q2-2023,2023,0
TSHP06213,B021,B031,SKU004,198,S021,S031,OP037,2024-12-15,2024-12-17,2024-12-20,2024-12-30,DELAYED,10,12,4,Q4-2024,2024,1
TSHP04043,B023,B031,SKU005,227,S023,S031,OP041,2023-05-12,2023-05-14,2023-05-17,2023-05-16,DELIVERED,0,5,2,Q2-2023,2023,0
TSHP05779,B026,B028,SKU004,194,S026,S028,OP024,2024-03-11,2024-03-13,2024-03-15,2024-03-15,DELIVERED,0,3,1,Q1-2024,2024,0
TSHP04470,B014,B004,SKU003,185,S014,S004,OP014,2023-03-17,2023-03-18,2023-03-23,2023-03-28,DELAYED,5,3,1,Q1-2023,2023,1
TSHP02620,B004,B027,SKU004,127,S004,S027,OP018,2023-04-14,2023-04-15,2023-04-18,2023-04-17,DELIVERED,0,4,2,Q2-2023,2023,0
TSHP01024,B005,B006,SKU004,229,S005,S006,OP019,2022-01-09,2022-01-10,2022-01-12,2022-01-11,DELIVERED,0,1,1,Q1-2022,2022,0
TSHP04984,B007,B011,SKU005,227,S007,S011,OP035,2023-11-16,2023-11-17,2023-11-18,2023-11-18,DELIVERED,0,11,4,Q4-2023,2023,0
TSHP06591,B023,B030,SKU005,83,S023,S030,OP040,2024-08-11,2024-08-13,2024-08-16,2024-08-16,DELIVERED,0,8,3,Q3-2024,2024,0
TSHP00839,B012,B004,SKU001,183,S012,S004,OP012,2022-10-08,2022-10-10,2022-10-14,2022-10-14,DELIVERED,0,10,4,Q4-2022,2022,0
TSHP02430,B016,B013,SKU007,66,S016,S013,OP004,2022-03-22,2022-03-25,2022-03-27,2022-03-26,DELIVERED,0,3,1,Q1-2022,2022,0
TSHP05721,B006,B010,SKU004,88,S006,S010,OP030,2024-08-10,2024-08-11,2024-08-13,2024-08-12,DELIVERED,0,8,3,Q3-2024,2024,0
TSHP00365,B021,B030,SKU004,145,S021,S030,OP036,2022-06-11,2022-06-13,2022-06-15,2022-06-14,DELIVERED,0,6,2,Q2-2022,2022,0
TSHP06345,B023,B030,SKU005,202,S023,S030,OP040,2024-09-05,2024-09-08,2024-09-11,2024-09-10,DELIVERED,0,9,3,Q3-2024,2024,0
TSHP01700,B027,B029,SKU005,75,S027,S029,OP027,2022-03-04,2022-03-06,2022-03-07,2022-03-07,DELIVERED,0,3,1,Q1-2022,2022,0
TSHP05332,B006,B011,SKU004,225,S006,S011,OP031,2024-07-15,2024-07-17,2024-07-20,2024-07-22,DELAYED,2,7,3,Q3-2024,2024,1
TSHP05214,B005,B025,SKU004,94,S005,S025,OP071,2024-01-31,2024-02-02,2024-02-12,2024-02-20,DELAYED,8,2,1,Q1-2024,2024,1
TSHP02786,B006,B011,SKU004,82,S006,S011,OP031,2023-12-11,2023-12-12,2023-12-15,2023-12-14,DELIVERED,0,12,4,Q4-2023,2023,0
TSHP02920,B027,B028,SKU005,130,S027,S028,OP026,2023-08-29,2023-09-01,2023-09-03,2023-09-03,DELIVERED,0,9,3,Q3-2023,2023,0
TSHP01248,B003,B004,SKU003,295,S003,S004,OP011,2022-08-26,2022-08-28,2022-08-30,2022-08-29,DELIVERED,0,8,3,Q3-2022,2022,0
TSHP01276,B021,B031,SKU004,262,S021,S031,OP037,2022-07-14,2022-07-17,2022-07-20,2022-07-25,DELAYED,5,7,3,Q3-2022,2022,1
TSHP07103,B027,B029,SKU004,202,S027,S029,OP027,2024-04-18,2024-04-20,2024-04-21,2024-04-26,DELAYED,5,4,2,Q2-2024,2024,1
TSHP05072,B026,B028,SKU005,84,S026,S028,OP024,2024-06-17,2024-06-18,2024-06-20,2024-06-20,DELIVERED,0,6,2,Q2-2024,2024,0
TSHP04136,B016,B002,SKU007,196,S016,S002,OP003,2023-05-17,2023-05-18,2023-05-19,2023-05-18,DELIVERED,0,5,2,Q2-2023,2023,0
TSHP04966,B024,B021,SKU004,269,S024,S021,OP021,2023-11-05,2023-11-08,2023-11-10,2023-11-09,DELIVERED,0,11,4,Q4-2023,2023,0
TSHP06078,B023,B030,SKU005,248,S023,S030,OP040,2024-02-10,2024-02-11,2024-02-14,2024-02-13,DELIVERED,0,2,1,Q1-2024,2024,0
TSHP03142,B005,B006,SKU004,178,S005,S006,OP019,2023-04-21,2023-04-23,2023-04-25,2023-05-02,DELAYED,7,4,2,Q2-2023,2023,1
TSHP03670,B015,B012,SKU006,65,S015,S012,OP002,2023-03-22,2023-03-23,2023-03-26,2023-03-25,DELIVERED,0,3,1,Q1-2023,2023,0
TSHP01594,B007,B011,SKU004,187,S007,S011,OP035,2022-11-21,2022-11-22,2022-11-23,2022-11-22,DELIVERED,0,11,4,Q4-2022,2022,0
TSHP01933,B021,B030,SKU005,186,S021,S030,OP036,2022-06-09,2022-06-12,2022-06-14,2022-06-13,DELIVERED,0,6,2,Q2-2022,2022,0
TSHP03482,B007,B009,SKU005,262,S007,S009,OP033,2023-06-03,2023-06-04,2023-06-07,2023-06-06,DELIVERED,0,6,2,Q2-2023,2023,0
TSHP07100,B021,B031,SKU005,119,S021,S031,OP037,2024-02-10,2024-02-12,2024-02-15,2024-02-15,DELIVERED,0,2,1,Q1-2024,2024,0
TSHP00486,B003,B006,SKU003,93,S003,S006,OP074,2022-06-13,2022-06-14,2022-06-20,2022-06-29,DELAYED,9,6,2,Q2-2022,2022,1
TSHP05537,B005,B007,SKU004,70,S005,S007,OP020,2024-07-06,2024-07-07,2024-07-10,2024-07-09,DELIVERED,0,7,3,Q3-2024,2024,0
TSHP06858,B024,B007,SKU004,215,S024,S007,OP072,2024-04-24,2024-04-27,2024-05-09,2024-05-19,DELAYED,10,4,2,Q2-2024,2024,1
TSHP06224,B006,B008,SKU005,235,S006,S008,OP028,2024-01-13,2024-01-14,2024-01-15,2024-01-15,DELIVERED,0,1,1,Q1-2024,2024,0
TSHP06789,B026,B029,SKU004,165,S026,S029,OP025,2024-12-11,2024-12-12,2024-12-15,2024-12-17,DELAYED,2,12,4,Q4-2024,2024,1
TSHP02461,B012,B004,SKU001,259,S012,S004,OP012,2022-01-24,2022-01-25,2022-01-29,2022-01-29,DELIVERED,0,1,1,Q1-2022,2022,0
TSHP04155,B020,B025,SKU001,53,S020,S025,OP016,2023-07-01,2023-07-02,2023-07-05,2023-07-04,DELIVERED,0,7,3,Q3-2023,2023,0
TSHP04571,B020,B025,SKU001,260,S020,S025,OP016,2023-08-17,2023-08-20,2023-08-23,2023-08-23,DELIVERED,0,8,3,Q3-2023,2023,0
TSHP06550,B017,B014,SKU008,170,S017,S014,OP006,2024-09-10,2024-09-11,2024-09-15,2024-09-19,DELAYED,4,9,3,Q3-2024,2024,1
TSHP06355,B004,B006,SKU004,93,S004,S006,OP070,2024-04-12,2024-04-14,2024-04-21,2024-04-21,DELIVERED,0,4,2,Q2-2024,2024,0
TSHP05185,B007,B009,SKU004,124,S007,S009,OP033,2024-05-30,2024-05-31,2024-06-03,2024-06-03,DELIVERED,0,5,2,Q2-2024,2024,0
TSHP06830,B003,B006,SKU003,55,S003,S006,OP074,2024-07-27,2024-07-29,2024-08-04,2024-08-08,DELAYED,4,7,3,Q3-2024,2024,1
TSHP03655,B012,B004,SKU001,273,S012,S004,OP012,2023-05-23,2023-05-25,2023-05-29,2023-05-29,DELIVERED,0,5,2,Q2-2023,2023,0
TSHP01249,B026,B028,SKU005,179,S026,S028,OP024,2022-03-21,2022-03-24,2022-03-26,2022-03-29,DELAYED,3,3,1,Q1-2022,2022,1
TSHP03562,B027,B029,SKU005,164,S027,S029,OP027,2023-02-17,2023-02-20,2023-02-21,2023-02-25,DELAYED,4,2,1,Q1-2023,2023,1
TSHP04567,B006,B011,SKU004,124,S006,S011,OP031,2023-05-18,2023-05-21,2023-05-24,2023-05-23,DELIVERED,0,5,2,Q2-2023,2023,0
TSHP02460,B024,B022,SKU004,284,S024,S022,OP022,2022-02-13,2022-02-15,2022-02-17,2022-02-27,DELAYED,10,2,1,Q1-2022,2022,1
TSHP06330,B017,B003,SKU008,220,S017,S003,OP005,2024-02-12,2024-02-14,2024-02-15,2024-02-18,DELAYED,3,2,1,Q1-2024,2024,1
TSHP06491,B006,B011,SKU005,224,S006,S011,OP031,2024-09-27,2024-09-30,2024-10-03,2024-10-02,DELIVERED,0,9,3,Q3-2024,2024,0
TSHP04019,B019,B020,SKU007,258,S019,S020,OP008,2023-10-03,2023-10-05,2023-10-06,2023-10-05,DELIVERED,0,10,4,Q4-2023,2023,0
TSHP01302,B020,B024,SKU001,233,S020,S024,OP015,2022-07-14,2022-07-15,2022-07-17,2022-07-17,DELIVERED,0,7,3,Q3-2022,2022,0
TSHP00173,B020,B024,SKU001,131,S020,S024,OP015,2022-03-18,2022-03-20,2022-03-22,2022-03-21,DELIVERED,0,3,1,Q1-2022,2022,0
TSHP05683,B007,B009,SKU005,288,S007,S009,OP033,2024-01-28,2024-01-29,2024-02-01,2024-01-31,DELIVERED,0,1,1,Q1-2024,2024,0
TSHP06794,B007,B009,SKU005,267,S007,S009,OP033,2024-06-14,2024-06-16,2024-06-19,2024-06-18,DELIVERED,0,6,2,Q2-2024,2024,0
TSHP01269,B022,B031,SKU005,50,S022,S031,OP039,2022-11-02,2022-11-04,2022-11-06,2022-11-06,DELIVERED,0,11,4,Q4-2022,2022,0
TSHP01165,B006,B010,SKU004,234,S006,S010,OP030,2022-02-23,2022-02-24,2022-02-26,2022-02-25,DELIVERED,0,2,1,Q1-2022,2022,0
TSHP06023,B005,B025,SKU004,276,S005,S025,OP071,2024-03-25,2024-03-27,2024-04-06,2024-04-05,DELIVERED,0,3,1,Q1-2024,2024,0
TSHP02179,B024,B022,SKU004,138,S024,S022,OP022,2022-08-19,2022-08-21,2022-08-23,2022-08-23,DELIVERED,0,8,3,Q3-2022,2022,0
TSHP00551,B012,B004,SKU001,187,S012,S004,OP012,2022-12-16,2022-12-17,2022-12-21,2022-12-20,DELIVERED,0,12,4,Q4-2022,2022,0
TSHP02748,B004,B027,SKU004,273,S004,S027,OP018,2023-11-13,2023-11-16,2023-11-19,2023-11-19,DELIVERED,0,11,4,Q4-2023,2023,0
TSHP01101,B022,B031,SKU004,127,S022,S031,OP039,2022-04-07,2022-04-08,2022-04-10,2022-04-09,DELIVERED,0,4,2,Q2-2022,2022,0
TSHP01623,B007,B008,SKU005,93,S007,S008,OP032,2022-01-02,2022-01-03,2022-01-07,2022-01-06,DELIVERED,0,1,1,Q1-2022,2022,0
TSHP02152,B003,B006,SKU003,62,S003,S006,OP074,2022-06-01,2022-06-03,2022-06-09,2022-06-18,DELAYED,9,6,2,Q2-2022,2022,1
TSHP03146,B006,B009,SKU004,223,S006,S009,OP029,2023-04-18,2023-04-21,2023-04-23,2023-04-22,DELIVERED,0,4,2,Q2-2023,2023,0
